#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
004552374-03 004552374 03  20.45551812 133.17257663    22.5291     523.7   1.4846    3.947   1.599  6982 4.107    0.15529 0.022620   76.98      5.0    225.752
004552374-04 004552374 04  32.34302921 145.60733655    12.4208    1087.8  14.1720    9.528   1.599  6982 4.107    0.21076 0.054603    6.05      7.2    122.557
004552374-05 004552374 05  17.72630284 132.30191328    11.9548    1340.2   5.4587   10.842   1.599  6982 4.107    0.14115 0.062134    8.94     12.0    273.247
004552395-01 004552395 01   4.42966723 134.46770765    10.1495      16.3  19.9506    0.776   1.707  6068 3.977    0.05294 0.004166    1.30     10.0   1263.002
004552729-01 004552729 01  97.44780543 205.13210992    20.4299     652.4  10.4090    2.270   0.686  4735 4.627    0.37276 0.030320   30.72     15.0      1.525
004553072-01 004553072 01 367.91987016 172.38492501    56.2250    2877.6  15.0000    8.508   1.597  5982 4.104    1.06268 0.048822  195.63     -1.0      2.591
004553072-02 004553072 02 366.46043976 179.02942203    60.6451    1385.5  21.4356    6.291   1.597  5982 4.104    1.05987 0.036097  103.49     11.9      2.605
004553072-03 004553072 03 364.45723303 191.45372166    32.4343     308.3   3.2416    2.891   1.597  5982 4.104    1.05600 0.016587  740.50      2.9      2.624
004553072-04 004553072 04 364.95885107 190.07741393    34.3816     665.2   9.2979    5.248   1.597  5982 4.104    1.05697 0.030116  116.89      4.5      2.619
004553072-05 004553072 05 367.15020607 185.85745223    23.6858    1173.1  15.0000    5.432   1.597  5982 4.104    1.06120 0.031172  191.91     -1.0      2.598
004553072-06 004553072 06 367.58984393 174.42683048     9.2677    1789.7  18.5663    7.360   1.597  5982 4.104    1.06204 0.042232  108.16     11.5      2.594
004556345-01 004556345 01   0.96003724 131.74137845    12.0057       9.0   9.2432    0.899   2.895  7540 3.810    0.02390 0.002845    1.04      3.8  42503.824
004557026-01 004557026 01 388.52851756 182.00813358     7.4623     720.7   2.8704    3.089   0.970  5866 4.429    1.01429 0.029181  513.28      7.8      0.970
004557777-01 004557777 01   1.87346555 131.90026185     8.8402      20.1   2.5024    1.580   3.025  6985 3.717    0.03578 0.004785    2.69      8.6  15246.938
004557777-02 004557777 02   0.93639225 131.85543350     8.6183       3.2   8.0346    0.629   3.025  6985 3.717    0.02253 0.001907    1.02      2.2  38438.506
004562023-01 004562023 01 454.21136063 517.16187745     7.2613     247.3   3.9786    1.880   1.077  5922 4.357    1.14204 0.015998  542.80      7.4      0.980
004562467-01 004562467 01 361.73206346 157.09327169     7.5885     126.3  19.1598    3.318   2.665  5806 3.630    1.02743 0.011408   88.56      8.6      6.850
004562615-01 004562615 01   0.70241035 131.73379002     8.5720      40.6   2.9985    1.226   1.651  6939 4.125    0.01699 0.006806    1.23     10.8  19609.149
004562852-01 004562852 01   0.73125107 132.13968102     8.5055      17.2   4.4281    1.463   3.455  6528 3.591    0.01895 0.003880    1.35      7.7  54061.938
004562852-02 004562852 02 373.75292388 237.58198778    10.3834     596.3   8.8382   15.568   3.455  6528 3.591    1.21167 0.041292   96.39      8.0     13.229
004562852-03 004562852 03  80.36312107 187.32285296     8.3720     280.7   5.2654    6.409   3.455  6528 3.591    0.43488 0.016999   72.35      5.5    102.700
004562852-04 004562852 04 110.55754275 148.66042733     7.7011     331.4   3.5559    7.230   3.455  6528 3.591    0.53792 0.019178  122.89      5.6     67.122
004562852-05 004562852 05  36.84420814 159.68513427     7.3787     147.0   6.4353    4.710   3.455  6528 3.591    0.25857 0.012493   24.69      5.1    290.506
004563268-01 004563268 01   7.75182566 137.68512813    22.5569     109.4   9.6989    1.114   0.912  5604 4.520    0.07679 0.011194    3.25     20.8    124.646
004563268-02 004563268 02 596.77577933 356.22160202    23.3678      71.7   8.9529    0.841   0.912  5604 4.520    1.38964 0.008447  341.17      2.0      0.381
004565985-01 004565985 01  17.51189692 134.17921407    89.4326     281.6   6.5265   32.702  20.888  4029 1.786    0.13077 0.014347   20.79     61.1   6023.336
004565985-02 004565985 02  17.51186134 145.50820324    80.6777     292.2   5.2823   70.094  20.888  4029 1.786    0.13077 0.030752    7.17     72.6   6023.352
004566632-01 004566632 01 263.31061956 188.24415711     9.7699     573.5  10.7936    2.907   1.131  6363 4.399    0.84720 0.023557  136.76      7.3      2.618
004566740-01 004566740 01   4.97307853 133.64802712    10.9284      58.7  13.4511    3.726   2.450  6861 3.868    0.06692 0.013935    1.11     10.3   2661.058
004566740-02 004566740 02 385.06862466 435.80999855     9.1841     289.1  20.8461    5.080   2.450  6861 3.868    1.21572 0.019001   53.52      7.4      8.063
004566740-03 004566740 03 365.80430223 280.96337706     7.7831     344.8   3.0276    5.901   2.450  6861 3.868    1.17483 0.022073  284.11      7.9      8.634
004567097-01 004567097 01   0.95349696 131.51093343     9.6333       0.2   8.2163    0.098   1.996  9935 4.205    0.02514 0.000451    1.11      1.0  55027.583
004567400-01 004567400 01  17.17189937 143.99895288    14.3935     256.8  38.9301    7.554   2.452  7912 3.934    0.16091 0.028231    1.29     23.1    815.258
004567531-01 004567531 01   2.11706406 131.60882714     9.4381      62.3   7.5791    1.800   1.955  6715 4.056    0.03764 0.008439    1.35      8.2   4915.084
004569150-01 004569150 01   2.23426644 131.58291607    10.9166      97.2  11.1308    4.333   3.751  7693 3.588    0.04206 0.010587    1.18     11.3  24957.172
004569150-02 004569150 02  55.17883453 138.50821880     7.5926      82.2   0.5769    3.711   3.751  7693 3.588    0.35671 0.009066  560.45      0.4    347.013
004569150-03 004569150 03 222.23507325 296.07591185     7.5075    1271.0   3.7811   14.851   3.751  7693 3.588    0.90296 0.036282  292.62      8.1     54.153
004569150-04 004569150 04  55.17420527 138.16089654     7.4726     636.4   6.2528   10.156   3.751  7693 3.588    0.35669 0.024812   49.71      8.4    347.051
004569590-01 004569590 01  41.37071963 166.85112432    60.3333    5048.3  11.5923   57.068   6.883  4764 2.777    0.23678 0.075980   18.00     52.7    389.980
004569590-02 004569590 02  41.36980270 163.75515150    30.5035     304.8  15.0000   11.582   6.883  4764 2.777    0.23678 0.015420   21.30     -1.0    389.992
004569590-03 004569590 03  41.37069151 146.23678473    15.7469    1905.0  17.4987   37.569   6.883  4764 2.777    0.23678 0.050019    9.35     21.7    389.980
004569590-04 004569590 04 374.79230067 306.27436454    22.6148    1991.3   4.9004   61.554   6.883  4764 2.777    1.02899 0.081953  241.35     14.7     20.650
004569590-05 004569590 05  41.36951438 143.22029924    16.5948    1587.0  10.3891   55.207   6.883  4764 2.777    0.23678 0.073502   11.92     21.6    389.995
004569596-01 004569596 01 372.34947926 290.94607162    12.2996    1514.8  12.7421    6.128   1.316  6657 4.274    1.07276 0.042674  106.83     13.4      2.648
004569596-02 004569596 02 372.32649723 332.32203735    10.1002     953.5  10.7657    5.082   1.316  6657 4.274    1.07271 0.035387  104.38      9.7      2.648
004570231-01 004570231 01   0.56075451 131.85810401     9.0603      30.5   5.2739    0.432   0.773  5656 4.574    0.01245 0.005122    1.06     11.5   3537.431
004570949-01 004570949 01   3.08987392 133.54701552    12.1060    1251.7  20.1605    9.425   1.412  6309 4.199    0.04351 0.061169    1.11    184.4   1495.221
004570949-02 004570949 02  26.95976778 132.66981945     9.9011     277.7   4.9850    2.357   1.412  6309 4.199    0.18439 0.015299   41.93     20.8     83.241
004571481-01 004571481 01 431.46464513 160.82200004     7.1077     468.8   6.3329    2.526   1.086  6423 4.418    1.16291 0.021318  379.37      7.6      1.330
004571780-01 004571780 01   1.03842152 131.68338242    10.6947      25.5   5.2331    2.628   4.422  6449 3.429    0.02493 0.005446    1.15      7.8  48765.361
004571780-02 004571780 02 135.19953941 221.32589031    10.3933     300.5  12.4620    9.317   4.422  6449 3.429    0.64036 0.019307   33.00      6.9     73.900
004571780-03 004571780 03 627.28105871 186.12538305    10.3174     494.3   4.7963   12.301   4.422  6449 3.429    1.78136 0.025493  370.77     10.8      9.550
004571780-04 004571780 04 144.28263308 168.70380905     9.6651     434.3   4.8860   13.810   4.422  6449 3.429    0.66873 0.028620   66.52      9.6     67.763
004571780-05 004571780 05 123.43140792 217.32288348     8.9605     397.1   8.6539   10.594   4.422  6449 3.429    0.60264 0.021956   46.32      8.9     83.440
004571780-06 004571780 06  96.18138720 142.21864172     9.2119     497.0   5.3703   17.620   4.422  6449 3.429    0.51031 0.036515   39.54      9.7    116.365
004571780-07 004571780 07  66.06276319 153.01663596     8.7522     330.0   5.6406   15.710   4.422  6449 3.429    0.39727 0.032556   23.04      9.6    192.015
004571780-08 004571780 08  33.91995393 155.27819763     8.3472     107.0  13.6851    5.318   4.422  6449 3.429    0.25473 0.011021    8.98      5.2    467.021
004571780-09 004571780 09  97.29129248 194.55326000     8.6593     398.1   4.5127   11.529   4.422  6449 3.429    0.51423 0.023893   52.16      9.9    114.598
004571780-10 004571780 10 114.60102746 191.41340786     8.5054     367.3   5.9123   16.448   4.422  6449 3.429    0.57355 0.034086   39.13      8.7     92.121
004572083-01 004572083 01  77.58616997 134.91774538    18.2709    7177.3   7.9571   20.381   1.359  6897 4.274    0.38521 0.137435   40.39      9.3     25.233
004572083-02 004572083 02  29.21204296 138.30331281     9.4402    2544.9   5.6005    8.364   1.359  6897 4.274    0.20086 0.056402   19.19      8.0     92.811
004574142-01 004574142 01   1.46101759 132.06531472    10.9212      57.2  17.5322    2.145   2.237  8554 4.050    0.03201 0.008786    1.01     19.3  23431.930
004574310-01 004574310 01   1.30497962 132.85774874   591.0908     615.7   1.9126    2.817   1.124  6600 4.238    0.02167 0.022965    5.35     18.6   4572.033
004574310-02 004574310 02   0.65310786 131.53286883    60.2173     915.9   1.5000    3.443   1.124  6600 4.238    0.01366 0.028069    3.46     -1.0  11506.266
004574310-03 004574310 03   1.30621805 132.64452731    55.3116    1666.2   3.0000    4.630   1.124  6600 4.238    0.02169 0.037752    3.49     -1.0   4566.254
004576280-01 004576280 01   1.71531092 133.15806594     8.1520       9.5  18.5493    1.083   3.472  7717 3.670    0.03567 0.002858    1.02      7.0  30103.549
004576686-01 004576686 01 360.31470390 373.72776271     7.3452     549.1  11.1841    1.327   0.532  4463 4.716    0.80555 0.022857  184.76      6.5      0.155
004577647-01 004577647 01 359.91407895 284.15649820    18.0936     390.0   3.5000    3.654   1.843  6356 3.987    1.05321 0.018171  795.99     -1.0      4.478
004577647-02 004577647 02 287.85392288 145.09250003    12.9783     347.5   3.5000    3.449   1.843  6356 3.987    0.90746 0.017152  635.98     -1.0      6.031
004577647-03 004577647 03 684.62642777 148.95784847    12.1079     213.4   5.0000    2.703   1.843  6356 3.987    1.61690 0.013439 1054.92     -1.0      1.900
004577969-01 004577969 01   0.91508013 132.03220141    10.2347      78.4   5.3147    1.126   1.232  6656 4.351    0.01983 0.008374    1.37      7.0   6784.886
004577969-02 004577969 02  30.50909178 161.17621468     8.7356     763.1   4.8408    3.987   1.232  6656 4.351    0.20546 0.029655   23.74      6.7     63.229
004577969-03 004577969 03 280.95220857 361.13738380     8.5674    2378.4  12.7311    7.001   1.232  6656 4.351    0.90266 0.052073   93.01      9.0      3.276
004578594-01 004578594 01 415.42574371 435.85709979    21.2473    9683.8  43.4843   13.340   0.745  5432 4.608    1.02046 0.164095   43.50     48.0      0.416
004578644-01 004578644 01   0.78369048 131.92860504     8.1041       7.2   3.5424    0.974   3.074  6947 3.682    0.01969 0.002903    1.16      4.0  50858.087
004579313-01 004579313 01   1.05620449 131.77276028    14.7907      32.7   4.7487    0.513   0.756  5562 4.601    0.01909 0.006221    1.21      6.4   1344.318
004579313-02 004579313 02 104.14269934 221.72570712     8.3054     370.9  11.7061    1.506   0.756  5562 4.601    0.40750 0.018252   57.20      7.0      2.951
004579313-03 004579313 03 235.25557057 217.01743930     9.4021     432.9  10.9583    1.666   0.756  5562 4.601    0.70157 0.020192  125.61      7.8      0.996
004579651-01 004579651 01   1.48477553 132.79466243     8.1999      29.6  10.7507    0.995   1.570  6761 4.199    0.02865 0.005809    1.06      8.8   5623.285
004579651-02 004579651 02  28.14766915 135.30292853    12.9866     704.6   0.8213    4.520   1.570  6761 4.199    0.20367 0.026382  196.22     12.1    111.245
004579891-01 004579891 01 584.12926417 283.42844420     7.7090     225.8  12.6336    1.824   1.098  6039 4.366    1.37754 0.015227  221.86      7.1      0.757
004580484-01 004580484 01   1.75737685 132.84984359     8.5024      76.8   6.6339    1.743   1.713  8074 4.144    0.03257 0.009322    1.31      8.1  10534.187
004581434-01 004581434 01 460.34510786 173.05113244    16.5909      30.0  19.6516    1.670   2.829  8857 3.809    1.44048 0.005411  125.28      6.8     21.266
004585982-01 004585982 01   0.54231900 131.81940276    10.8625      51.9   4.0421    1.103   1.475  7227 4.241    0.01450 0.006855    1.17      5.7  25288.020
004585982-02 004585982 02  10.45100556 138.59509008    12.2427    6095.3   0.9247   11.788   1.475  7227 4.241    0.10423 0.073235   92.36     14.1    489.452
004585982-03 004585982 03  11.41253001 141.15221703    11.2037    6924.0   1.3543   12.495   1.475  7227 4.241    0.11053 0.077630   69.09     14.9    435.257
004586482-01 004586482 01 373.25575084 347.28741809     9.4394     787.9   3.9502    3.791   1.207  5689 4.299    1.03397 0.028785  458.12      8.1      1.279
004587448-01 004587448 01   0.74471047 131.69139746    16.3249      47.5   2.1687    1.031   1.277  6600 4.340    0.01756 0.007402    1.51     17.6   8992.506
004587448-02 004587448 02   1.11709358 131.88148379    13.9103      50.4   1.8242    0.942   1.277  6600 4.340    0.02301 0.006761    4.06     14.4   5236.944
004587448-03 004587448 03   2.23419172 132.75542088     8.5558      46.7   1.5659    0.896   1.277  6600 4.340    0.03652 0.006428   10.01      9.9   2078.277
004587448-04 004587448 04   2.23419544 132.13480356     9.5701      40.6   1.4947    0.820   1.277  6600 4.340    0.03652 0.005886   11.49      8.6   2078.272
004587528-01 004587528 01   1.91650425 133.06329176    11.6379     484.5   0.8599    5.193   2.289  8340 3.981    0.03694 0.020790   16.63     13.8  16645.980
004587528-02 004587528 02   1.63548204 131.96020801     9.5398      85.3  13.1678    2.477   2.289  8340 3.981    0.03323 0.009917    1.04      7.2  20564.968
004588073-01 004588073 01   3.77309316 134.16971920     9.3108      33.6  10.2859    1.680   2.487  7372 3.865    0.05610 0.006189    1.56      6.2   5201.031
004633454-01 004633454 01 377.30552142 365.20004920     8.1203     242.6   3.6574    4.438   2.455  6873 3.888    1.21953 0.016568  380.79      7.4      8.102
004633454-02 004633454 02   1.70569916 132.38603153     7.7651      12.6   5.1601    1.015   2.455  6873 3.888    0.03334 0.003789    1.46      5.3  10838.707
004636464-01 004636464 01   3.65583966 132.80827324    12.8897       8.8  32.7627    0.339   1.108  6299 4.363    0.04696 0.002806    1.07      4.3    785.280
004636578-01 004636578 01  17.84850637 148.65500480    15.2110     184.8   7.8129    2.161   1.465  6188 4.152    0.13846 0.013517   11.95     15.0    147.068
004636578-02 004636578 02  26.13654826 157.51104416    10.8308     154.1   5.4958    2.082   1.465  6188 4.152    0.17855 0.013026   19.13     10.3     88.442
004636578-03 004636578 03 613.06868652 204.90497932     8.0012     165.5   7.7410    2.212   1.465  6188 4.152    1.46306 0.013839  283.46      2.8      1.317
004636938-01 004636938 01 633.53814440 196.71220202    50.2587   48989.9  10.0135   26.912   0.685  4306 4.598    1.26864 0.360033  445.64     47.4      0.090
004636971-01 004636971 01 495.42205667 366.83777899     9.8650     529.2  25.1199    4.571   1.892  5171 3.813    1.16045 0.022140  118.48     11.2      1.703
