#        TCE       KIC PN       Period        Epoch        MES     Depth Duration  Rplanet   Rstar Tstar  logg          a RadRatio a/Rstar      SNR       Srad
#                               (Days)       (BKJD)                (ppm)  (Hours) (Rearth)  (Rsun)   (K) (cgs)       (AU)                             (Searth)
#          1         2  3            4            5          6         7        8        9      10    11    12         13      14       15       16         17
001873918-03 001873918 03 407.97645894 312.93716746    20.9162     833.9  12.0000    2.933   1.018  6002 4.414    1.06976 0.026399  265.31     -1.0      1.053
001873918-04 001873918 04 341.48412624 180.79594018    15.1351    3350.0   6.2526    9.469   1.018  6002 4.414    0.95011 0.085236  194.60      7.6      1.335
001873918-05 001873918 05 357.88935218 133.04937169    17.2366     790.2   1.1214    3.203   1.018  6002 4.414    0.98031 0.028830 1557.08      1.8      1.254
001995126-01 001995126 01 452.90133885 517.31112138     7.8839    1142.8  15.4653    3.122   0.913  5501 4.525    1.16148 0.031340  203.77      7.9      0.507
001995431-01 001995431 01 643.26024519 135.89814555     7.3601     102.0  23.2780    1.718   1.576  7586 4.263    1.72713 0.009992  146.80      6.6      2.471
001995732-01 001995732 01  77.42190486 170.81564788   599.6769   80030.2   4.5036   34.016   0.790  5359 4.570    0.33627 0.394585  136.60    406.6      4.078
001995732-02 001995732 02  77.37585519 191.01021244   458.1301     305.3  23.3987    2.859   0.790  5359 4.570    0.33614 0.033163    6.64      4.2      4.082
001995732-03 001995732 03 514.37781590 535.07115946   417.2939   71086.9  12.9917   27.359   0.790  5359 4.570    1.18842 0.317368  305.31    319.6      0.327
001995732-04 001995732 04  77.41597260 203.13299073   414.0674   27410.1   8.9758   23.118   0.790  5359 4.570    0.33626 0.268172   51.40     78.9      4.079
001995732-05 001995732 05 462.01251985 227.77625576   398.9945   68583.6  12.6663   22.637   0.790  5359 4.570    1.10633 0.262589  289.16    353.4      0.377
001995732-06 001995732 06 462.00991877 305.14373080   348.0922   68267.4  12.5631   22.835   0.790  5359 4.570    1.10633 0.264889  288.65    296.9      0.377
001996180-01 001996180 01   3.02580196 133.57550364     9.6727      62.3   2.9484    1.171   1.263  6123 4.263    0.04183 0.008500    3.73     10.7   1147.888
001996180-02 001996180 02   1.51297510 132.98730279     7.9034      32.6   3.3027    0.847   1.263  6123 4.263    0.02635 0.006149    1.85      8.6   2892.308
001996679-01 001996679 01 459.81394241 259.32931149    35.2047    3023.5   5.5864    9.335   1.095  6148 4.346    1.15441 0.078127  287.07     38.9      1.152
001996679-02 001996679 02 428.45031880 404.89567899    28.4626    2640.6   5.5475   10.337   1.095  6148 4.346    1.10130 0.086513  252.08     32.6      1.265
002010152-01 002010152 01 392.37259824 177.99760404     7.1571     308.1  15.7596    2.499   1.333  6050 4.080    0.96542 0.017177  141.72      7.3      2.288
002010577-01 002010577 01 453.67148034 134.02759576     7.5180    1222.6  14.3305   62.865  14.619  4692 2.386    1.43044 0.039407  125.07      6.7     45.354
002010607-01 002010607 01  18.62206054 133.91077895    48.7179     675.1  32.8545   12.398   2.471  6235 3.801    0.15416 0.045980    1.67     80.0    347.898
002010607-02 002010607 02  18.63089548 139.45661033    36.5626     247.3  29.8751    7.730   2.471  6235 3.801    0.15421 0.028666    1.53     34.5    347.678
002011424-01 002011424 01   0.52295937 131.87470094    14.0605      36.6   1.4829    1.653   2.542  7110 3.884    0.01547 0.005961    2.11     13.0  61829.990
002011424-02 002011424 02   0.52295292 131.57025395    13.0368      39.2   1.1702    1.656   2.542  7110 3.884    0.01547 0.005969    3.09     14.2  61831.008
002011424-03 002011424 03 218.85124736 230.09807351     8.3989     805.3   4.2277   10.953   2.542  7110 3.884    0.86546 0.039486  132.03      9.4     19.753
002011424-04 002011424 04  38.71300350 169.00045235     7.4470     381.2   5.9820    6.518   2.542  7110 3.884    0.27272 0.023499   14.96      7.8    198.921
002012722-01 002012722 01   1.16322118 131.88864641     8.2944       8.4   6.1071    0.997   2.724  7046 3.831    0.02650 0.003354    1.05      5.4  23330.278
002012722-02 002012722 02 273.79963927 175.43540674     8.7807     303.5   7.6750    8.109   2.724  7046 3.831    1.01032 0.027280   70.29      9.7     16.053
002012722-03 002012722 03 646.78143240 274.51153943    10.1945     326.0  10.3031    5.078   2.724  7046 3.831    1.79201 0.017085  432.79     10.1      5.103
002012722-04 002012722 04 203.53801108 156.13802123     8.5590     203.8  20.9626    4.515   2.724  7046 3.831    0.82908 0.015188   34.89      8.7     23.838
002012722-05 002012722 05  33.85063660 163.82828635     7.3779      60.0   5.5843    2.477   2.724  7046 3.831    0.25073 0.008333   19.79      5.6    260.644
002012722-06 002012722 06 245.33288057 166.47940166     7.9774     174.3  37.1042    4.112   2.724  7046 3.831    0.93901 0.013833   25.69      5.6     18.584
002012722-07 002012722 07  72.04630484 196.75925157     7.5068     125.1   4.4065    3.395   2.724  7046 3.831    0.41487 0.011422   72.88      8.0     95.204
002013754-01 002013754 01 461.65645209 487.47414326    14.3891    1213.4  12.5130    2.598   0.741  4505 4.571    1.06036 0.032128  249.60      9.0      0.180
002013754-02 002013754 02 232.94969270 279.38137439     9.2572     554.5   8.5406    1.902   0.741  4505 4.571    0.67207 0.023522  146.55      5.9      0.449
002014991-01 002014991 01   1.97922003 132.40690306     8.1024       6.0  12.4033    0.751   3.049  6418 3.658    0.03566 0.002258    1.35      3.1  11115.766
002014991-02 002014991 02  88.77126700 134.54135390    11.1837     129.5   7.7314    3.969   3.049  6418 3.658    0.45011 0.011929   45.36      5.3     69.754
002014991-03 002014991 03  72.47060377 152.94207486    13.8284     155.3   7.1803    4.177   3.049  6418 3.658    0.39317 0.012553   49.11      8.0     91.422
002014991-04 002014991 04  56.00395332 134.76359711     9.8157     197.7   3.2831    5.009   3.049  6418 3.658    0.33109 0.015055   61.47     10.7    128.916
002014991-05 002014991 05  54.29713885 171.91808975    11.0184     211.3   3.2724    5.112   3.049  6418 3.658    0.32433 0.015364   63.89      7.7    134.347
002014991-06 002014991 06 136.83208092 168.73146800    10.2051     213.9   4.2085    4.744   3.049  6418 3.658    0.60061 0.014259  188.04      8.5     39.175
002014991-07 002014991 07 107.98685753 193.71491626     9.9100     307.3   2.1450    6.178   3.049  6418 3.658    0.51292 0.018569  195.29     10.1     53.716
002014991-08 002014991 08  48.02210915 139.90271684     9.4335     196.5   3.4501    5.676   3.049  6418 3.658    0.29883 0.017058   29.25      9.7    158.250
002014991-09 002014991 09  51.22697030 131.51495501     9.4621     139.6  10.0903    4.087   3.049  6418 3.658    0.31199 0.012283   21.00      9.7    145.189
002014991-10 002014991 10  93.44395255 139.49873639     9.5887     207.1   7.6490    4.782   3.049  6418 3.658    0.46577 0.014372   62.42     10.4     65.142
002016171-01 002016171 01 578.27983831 176.67881672     8.0474     461.8  10.0141    1.606   0.676  4866 4.641    1.22298 0.021769  292.37      6.2      0.153
002017224-01 002017224 01 614.57185860 133.97280126    14.7965    1422.5   8.3753    5.959   1.307  6056 4.244    1.45746 0.041783  272.64     13.2      0.969
002017224-02 002017224 02 393.11965626 309.68803400     8.5509    1038.8   5.7185    4.890   1.307  6056 4.244    1.08201 0.034284  286.27      8.9      1.758
002017803-01 002017803 01   0.61057249 131.77349382     8.6447    2849.9   1.5000    3.353   0.632  5211 4.631    0.01203 0.048615    3.30     -1.0   1822.806
002018261-01 002018261 01   1.69207802 132.95527960     7.4960      12.9  10.5668    1.101   2.935  7516 3.800    0.03492 0.003439    1.28      7.6  20200.076
002018261-02 002018261 02  50.37221019 180.60284532    21.9006      92.1   2.8669    3.073   2.935  7516 3.800    0.33540 0.009594   88.34      4.3    218.940
002018261-03 002018261 03  50.36711535 181.54629485    20.2014     141.9   8.3481    3.986   2.935  7516 3.800    0.33538 0.012446   23.51      9.1    218.970
002018261-04 002018261 04 152.07049617 227.11507613     9.8613     106.7  18.3430    3.252   2.935  7516 3.800    0.70059 0.010155   45.88      4.5     50.179
002018261-05 002018261 05  72.16825693 144.54740372    19.3429     222.4  10.9332    5.512   2.935  7516 3.800    0.42625 0.017211   15.72      9.2    135.556
002018261-06 002018261 06  82.74568148 207.69080939     8.6139     203.3   2.5241    4.856   2.935  7516 3.800    0.46695 0.015161  117.42      9.0    112.959
002018261-07 002018261 07 124.26821699 211.73560461     8.5697     181.5   4.4685    4.581   2.935  7516 3.800    0.61236 0.014303   99.69      8.9     65.680
002018261-08 002018261 08  30.60987201 137.26009534     8.2458     116.2   5.9020    3.850   2.935  7516 3.800    0.24063 0.012021   13.93      9.1    425.368
002018261-09 002018261 09  63.54632700 135.01528892     8.6008     176.8   4.7135    4.464   2.935  7516 3.800    0.39159 0.013939   51.85      8.5    160.618
002018261-10 002018261 10  41.25197962 134.69847939     8.4658     181.4   1.5393    4.593   2.935  7516 3.800    0.29358 0.014341   96.05      7.5    285.751
002018685-01 002018685 01   0.88271680 131.70169386     8.2928      17.7   4.0417    0.504   1.188  6677 4.369    0.01916 0.003887    1.78      4.2   6844.404
002018930-01 002018930 01 496.36748704 134.05541511     7.6504     945.0  11.7215    2.366   0.758  4944 4.542    1.10496 0.028602  284.08      7.7      0.252
002019076-01 002019076 01   1.78271564 132.15431656   849.3671     471.1   5.1965    2.486   0.892  5891 4.450    0.02692 0.025541    1.35     27.4   1185.180
002019076-02 002019076 02   7.12853744 134.60786882   671.8562  149876.2   1.5000   35.032   0.892  5891 4.450    0.06781 0.359903   49.24     -1.0    186.735
002019076-03 002019076 03   3.56348553 132.28182715   638.4167   94145.0   2.5000   27.528   0.892  5891 4.450    0.04271 0.282806   13.95     -1.0    470.681
002020498-01 002020498 01 466.15622157 368.21058464     7.4091     650.6   6.9811    1.489   0.511  3892 4.737    0.94623 0.026703  288.38      8.8      0.060
002021100-01 002021100 01   1.73349788 133.12804244     7.9421      10.8  17.2178    0.615   1.770  6811 4.093    0.03172 0.003184    1.03      3.2   6004.667
002140389-01 002140389 01   0.96783513 131.60561632   203.5889    3277.4   6.1470    7.840   0.709  5066 4.625    0.01758 0.101338    1.18    119.9    959.955
002141783-01 002141783 01 560.28375144 372.35744517     8.1974     609.5   4.0884    4.044   1.411  6056 4.179    1.37189 0.026266  552.62      9.2      1.275
002141938-01 002141938 01   1.88047387 131.92320271     7.4508      18.2   6.8609    0.887   1.765  6718 4.115    0.03399 0.004605    1.29      8.4   4920.332
002141938-02 002141938 02 573.50580393 178.38807903    13.4474     260.0   0.7752    3.109   1.765  6718 4.115    1.54011 0.016141 4033.79      3.2      2.397
002141938-03 002141938 03 573.23893784 177.18251795    13.4973     258.3 121.1523    2.865   1.765  6718 4.115    1.53963 0.014878   35.90      6.1      2.398
002142183-01 002142183 01 320.18728901 235.18380158    15.6529     593.4   5.3778   10.895   4.624  4860 3.051    0.87696 0.021592  464.29      3.4     13.897
002142183-02 002142183 02 401.00967573 168.61284817    18.0005     970.8   4.0146   15.038   4.624  4860 3.051    1.01893 0.029802  619.52      5.0     10.294
002142183-03 002142183 03 622.99809085 186.47180084    12.6498     503.0   1.7281   11.161   4.624  4860 3.051    1.36678 0.022120 2050.42      3.1      5.721
002142183-04 002142183 04 387.65845586 345.06998415    19.2213     945.5   3.8512   14.062   4.624  4860 3.051    0.99619 0.027869  736.03      5.2     10.769
002142183-05 002142183 05 622.99631687 184.97300690    12.6912    1036.6   6.6607   18.316   4.624  4860 3.051    1.36678 0.036300  357.38      4.7      5.721
002142183-06 002142183 06 311.53946714 185.20243756    12.3829    1608.7   9.7934   18.664   4.624  4860 3.051    0.86110 0.036989  222.04      7.1     14.413
002142183-07 002142183 07 114.99993365 240.28820336    11.5365     642.6   3.0070   11.858   4.624  4860 3.051    0.44311 0.023500  259.33      7.1     54.432
002142183-08 002142183 08 278.04025249 301.07577704    11.6454    1038.6   3.0000   14.451   4.624  4860 3.051    0.79820 0.028639  724.85     -1.0     16.774
002142730-01 002142730 01 527.96785967 265.49081433     9.1208    1229.7  14.2058    4.196   1.031  6096 4.413    1.28019 0.037297  154.69      8.2      0.802
002157247-01 002157247 01   5.68700419 133.90171906    17.0850     139.4   9.1678    1.329   0.956  6052 4.442    0.06071 0.012735    2.37     14.5    298.046
002157428-01 002157428 01 694.69800730 133.96069765     8.0958     853.9  10.3651    3.323   0.885  5452 4.447    1.42514 0.034411  210.67      8.1      0.305
002157489-01 002157489 01   1.35803955 131.74627917     9.9524      10.8   5.2709    1.497   3.556  7725 3.660    0.03078 0.003857    1.10      9.4  42583.980
002158208-01 002158208 01   0.70316881 131.54003363     8.4435      67.9   2.1117    1.868   1.973  9883 4.142    0.01940 0.008675    1.49      7.9  88400.514
002158208-02 002158208 02   0.70316242 131.89459367     9.8990      51.4   3.3110    1.492   1.973  9883 4.142    0.01940 0.006929    1.54      7.5  88401.585
002159486-01 002159486 01 281.56210835 301.40748037    13.3236    2144.0   4.7038    3.284   0.735  4879 4.558    0.75094 0.040950  475.96      8.1      0.486
002159486-02 002159486 02 313.13785832 332.84860499    10.8563    1500.8   7.8375    2.747   0.735  4879 4.558    0.80608 0.034249  315.62      5.5      0.422
002159486-03 002159486 03 247.21625341 369.13125534    11.1486    1665.6   4.5531    3.156   0.735  4879 4.558    0.68856 0.039350  332.08      6.3      0.579
002159486-04 002159486 04 634.62060482 216.12982745    10.8881    2259.6   8.5142    3.948   0.735  4879 4.558    1.29092 0.049220  378.70      9.2      0.165
002159700-01 002159700 01 508.97167923 477.43555308     9.2952     185.3   4.0383   44.187  34.416  3933 1.331    1.21619 0.011766  949.67      9.0    171.674
002161623-01 002161623 01   2.28350388 131.51099382  6571.3403  984726.7   3.5000   76.820   1.719  6723 4.089    0.03726 0.409530    7.06     -1.0   3895.188
002161623-02 002161623 02   2.28327469 132.66724382  2666.7491  100310.8   2.5000   55.251   1.719  6723 4.089    0.03726 0.294543    9.04     -1.0   3895.709
002162635-01 002162635 01 495.83470842 300.10424191    50.2924    1729.6  23.2980   18.905   2.283  5009 3.755    1.25871 0.075885   64.54     24.4      1.855
002162904-01 002162904 01   1.94464623 131.83103231     7.9968     489.7   0.9809    8.144   3.420  7331 3.665    0.03825 0.021822   11.56      9.1  20690.794
002162994-01 002162994 01   2.05085865 132.68932911 15444.6162  241742.7   3.5000   39.934   0.808  5610 4.533    0.02948 0.452916    6.54     -1.0    666.457
002164165-01 002164165 01   0.80812351 131.92045121     7.6233      20.2   4.8277    3.208   6.122  7135 3.267    0.00000 0.004802    1.10      6.8      0.000
002164165-02 002164165 02 122.75199699 228.56432037     8.3369     546.0   3.9465   16.690   6.122  7135 3.267    0.65864 0.024984  116.05      8.2    200.614
002164165-03 002164165 03 134.13208620 136.50017328     8.2770     386.8   3.7406   23.084   6.122  7135 3.267    0.69874 0.034554   72.97      9.4    178.247
002164165-04 002164165 04 110.22054521 150.81361256     8.2050     715.7   7.7682   24.306   6.122  7135 3.267    0.61301 0.036383   35.57      7.5    231.588
002164165-05 002164165 05  66.86671574 145.64547525     8.0630     345.0   2.8150   13.353   6.122  7135 3.267    0.43930 0.019987   84.08      7.4    450.940
002164165-06 002164165 06  39.85440885 148.66742659     7.4509     347.9   7.5198   14.207   6.122  7135 3.267    0.31113 0.021266   14.42      7.4    899.009
002164169-01 002164169 01 557.07246385 310.47726668     9.0149     738.1  11.9435    5.282   1.494  5821 4.108    1.34443 0.032397  134.64      9.5      1.270
002164791-01 002164791 01 306.37794666 376.17909506    11.4386    1062.0   4.0535    0.378   0.116  2661 5.283    0.40474 0.029851  563.36      4.8      0.004
002164791-02 002164791 02 667.51839819 154.84996844    14.1025    2178.9  12.4209    0.538   0.116  2661 5.283    0.68021 0.042539  413.67      8.9      0.001
002164791-03 002164791 03 504.55019699 302.85096877     8.8831    1307.2   3.2135    0.417   0.116  2661 5.283    0.56442 0.032969 1199.32      5.5      0.002
002164791-04 002164791 04 333.41622797 324.54760764     8.6892    1055.3   4.8073    0.398   0.116  2661 5.283    0.42821 0.031443  414.69      5.3      0.003
002165002-01 002165002 01 577.39102235 372.22863216     8.1701    1114.6   5.1111    2.532   0.716  4987 4.602    1.23202 0.032410  669.61      8.5      0.187
002165352-01 002165352 01   0.79051092 131.56452680    10.3702      39.4   5.1357    0.507   0.720  4994 4.620    0.01546 0.006450    1.14     10.8   1208.833
002165352-02 002165352 02  85.50807955 158.30941221    11.7251     640.0   3.4861    2.005   0.720  4994 4.620    0.35096 0.025518  127.16      9.2      2.345
002165352-03 002165352 03  47.36717950 154.24364610     9.5228     329.2   6.2795    1.346   0.720  4994 4.620    0.23672 0.017127   47.64      7.0      5.156
002165615-01 002165615 01 566.45433908 398.59401708     8.4904     895.5   6.3920   41.915  13.050  4991 2.481    1.65405 0.029434  500.09      6.0     34.607
002166200-01 002166200 01   8.09731824 134.01472450   178.8808   36210.1   3.0914   46.437   1.418  6572 4.208    0.08350 0.300104   16.66     95.1    481.963
002166200-02 002166200 02   8.09676753 131.94974557   133.4579    1432.1   3.7081    5.902   1.418  6572 4.208    0.08350 0.038140   11.31      7.5    482.007
002166206-01 002166206 01   8.10057603 133.92877872    13.8018      59.1   3.1859    1.547   1.707  5949 4.024    0.08207 0.008307    9.00      9.3    485.443
002166218-01 002166218 01   0.69871073 132.14351974     9.7670       3.1   6.1303    2.101  11.948  6980 2.794    0.00000 0.001611    1.10      2.7      0.000
002167151-01 002167151 01 325.89521731 164.00380099     8.5712     300.7   0.7751    1.815   0.891  6038 4.492    0.89468 0.018663 1646.24      3.1      1.181
002167600-01 002167600 01   1.69169121 131.56533253     8.4776      15.8   9.2416    2.053   4.415  6466 3.422    0.03429 0.004262    1.13      5.1  25959.490
002167600-02 002167600 02 110.72900180 172.98546047    11.5739     292.8   5.1757    7.905   4.415  6466 3.422    0.55696 0.016408  135.46      8.0     98.411
